Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Year
160,Quincy Pondexter,SF,26,NOP,4,4,124,10,28,0.357,3,10,0.3,7,18,0.389,0.411,6,7,0.857,3,17,20,12,7,0,1,13,29,pondequ01,2014
161,Otto Porter Jr.,SF,21,WAS,10,0,331,39,88,0.443,12,32,0.375,27,56,0.482,0.511,10,21,0.476,24,56,80,18,12,2,6,16,100,porteot01,2014
162,Dwight Powell,PF,23,DAL,2,0,3,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,0,1,1,1,0,0,0,1,0,poweldw01,2014
163,Phil Pressey,PG,23,BOS,2,0,5,0,3,0.0,0,1,0.0,0,2,0.0,0.0,0,0,,1,0,1,0,0,1,0,1,0,pressph01,2014
164,Pablo Prigioni,PG,37,HOU,17,0,293,19,57,0.333,12,41,0.293,7,16,0.438,0.439,3,4,0.75,6,13,19,39,15,0,12,40,53,prigipa01,2014
165,Zach Randolph,PF,33,MEM,11,11,382,71,168,0.423,1,5,0.2,70,163,0.429,0.426,29,33,0.879,32,61,93,23,6,0,23,37,172,randoza01,2014
166,J.J. Redick,SG,30,LAC,14,14,540,70,161,0.435,35,88,0.398,35,73,0.479,0.543,33,35,0.943,0,30,30,24,10,5,26,36,208,redicjj01,2014
167,Austin Rivers,PG,22,LAC,14,2,250,46,105,0.438,13,35,0.371,33,70,0.471,0.5,12,19,0.632,6,18,24,16,10,4,12,28,117,riverau01,2014
168,Rajon Rondo,PG,28,DAL,2,2,37,9,20,0.45,1,2,0.5,8,18,0.444,0.475,0,0,,1,1,2,6,0,0,2,6,19,rondora01,2014
169,Derrick Rose,PG,26,CHI,12,12,454,93,235,0.396,23,66,0.348,70,169,0.414,0.445,35,39,0.897,13,45,58,78,14,6,38,22,244,rosede01,2014
170,Terrence Ross,SF,23,TOR,4,4,107,11,29,0.379,6,18,0.333,5,11,0.455,0.483,0,0,,0,6,6,4,3,4,2,10,28,rosste01,2014
171,Brandon Rush,SG,29,GSW,3,0,7,1,6,0.167,1,2,0.5,0,4,0.0,0.25,0,0,,1,2,3,0,0,0,0,2,3,rushbr01,2014
172,Dennis Schröder,PG,21,ATL,16,0,290,56,145,0.386,8,34,0.235,48,111,0.432,0.414,24,28,0.857,5,24,29,62,9,0,27,28,144,schrode01,2014
173,Mike Scott,PF,26,ATL,11,0,172,21,55,0.382,4,26,0.154,17,29,0.586,0.418,4,4,1.0,16,30,46,5,5,0,7,16,50,scottmi01,2014
174,Kevin Séraphin,C,25,WAS,6,0,72,15,31,0.484,0,0,,15,31,0.484,0.484,3,6,0.5,3,16,19,2,2,1,4,10,33,serapke01,2014
175,Ramon Sessions,PG,28,WAS,10,3,218,26,70,0.371,10,25,0.4,16,45,0.356,0.443,13,19,0.684,2,22,24,23,4,1,10,14,75,sessira01,2014
176,Iman Shumpert,SG,24,CLE,20,16,695,59,164,0.36,33,93,0.355,26,71,0.366,0.46,30,40,0.75,23,75,98,23,25,16,13,50,181,shumpim01,2014
177,Marcus Smart,PG,20,BOS,4,3,90,14,29,0.483,3,13,0.231,11,16,0.688,0.534,8,15,0.533,5,6,11,5,1,1,4,12,39,smartma01,2014
178,Greg Smith,PF,24,DAL,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,smithgr02,2014
179,J.R. Smith,SG,29,CLE,18,4,560,83,206,0.403,51,142,0.359,32,64,0.5,0.527,14,20,0.7,9,76,85,22,17,10,15,54,231,smithjr01,2014
180,Josh Smith,PF,29,HOU,17,8,396,85,194,0.438,27,71,0.38,58,123,0.472,0.508,32,74,0.432,26,70,96,46,9,17,38,41,229,smithjo03,2014
181,Russ Smith,PG,23,MEM,2,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,2,0,0,0,0,0,smithru01,2014
182,Tony Snell,SF,23,CHI,11,0,140,15,44,0.341,9,27,0.333,6,17,0.353,0.443,4,4,1.0,1,16,17,6,0,3,5,13,43,snellto01,2014
183,Marreese Speights,C,27,GSW,10,0,67,14,42,0.333,0,0,,14,42,0.333,0.333,9,15,0.6,8,13,21,4,4,3,4,14,37,speigma01,2014
184,Tiago Splitter,C,30,SAS,7,7,123,9,24,0.375,0,0,,9,24,0.375,0.375,6,19,0.316,13,18,31,9,4,1,7,17,24,splitti01,2014
185,Greg Stiemsma,C,29,TOR,1,0,2,2,2,1.0,0,0,,2,2,1.0,1.0,1,2,0.5,0,0,0,0,0,0,0,0,5,stiemgr01,2014
186,Amar'e Stoudemire,PF,32,DAL,5,0,75,15,35,0.429,0,0,,15,35,0.429,0.429,9,13,0.692,7,9,16,3,1,3,7,16,39,stoudam01,2014
187,Jared Sullinger,PF,22,BOS,4,0,80,21,38,0.553,3,9,0.333,18,29,0.621,0.592,4,7,0.571,9,19,28,1,0,3,5,12,49,sullija01,2014
188,Jeff Teague,PG,26,ATL,16,16,529,98,239,0.41,21,65,0.323,77,174,0.443,0.454,52,60,0.867,10,41,51,107,24,7,43,34,269,teaguje01,2014
189,Mirza Teletovi?,PF,29,BRK,3,0,16,0,5,0.0,0,4,0.0,0,1,0.0,0.0,0,0,,0,4,4,0,1,0,1,1,0,teletmi01,2014
190,Garrett Temple,SG,28,WAS,4,0,26,1,6,0.167,0,3,0.0,1,3,0.333,0.167,5,8,0.625,1,2,3,1,2,0,3,4,7,templga01,2014
191,Jason Terry,SG,37,HOU,17,17,487,57,134,0.425,29,82,0.354,28,52,0.538,0.534,13,16,0.813,6,32,38,48,15,2,20,46,156,terryja01,2014
192,Isaiah Thomas,PG,25,BOS,4,0,119,18,54,0.333,3,18,0.167,15,36,0.417,0.361,31,32,0.969,1,11,12,28,3,0,14,10,70,thomais02,2014
193,Klay Thompson,SG,24,GSW,21,21,761,149,334,0.446,57,146,0.39,92,188,0.489,0.531,36,45,0.8,9,72,81,54,16,19,41,64,391,thompkl01,2014
194,Tristan Thompson,PF,23,CLE,20,15,727,72,129,0.558,0,0,,72,129,0.558,0.558,48,82,0.585,88,128,216,9,5,24,15,50,192,thomptr01,2014
195,Hedo Türko?lu,SF,35,LAC,11,0,55,4,17,0.235,2,13,0.154,2,4,0.5,0.294,0,0,,1,6,7,4,4,1,2,10,10,turkohe01,2014
196,Evan Turner,SG,26,BOS,4,4,118,16,44,0.364,2,4,0.5,14,40,0.35,0.386,8,9,0.889,2,27,29,19,3,0,9,11,42,turneev01,2014
197,Ekpe Udoh,PF,27,LAC,4,0,12,1,3,0.333,0,0,,1,3,0.333,0.333,0,0,,0,3,3,0,0,0,0,3,2,udohek01,2014
198,Beno Udrih,PG,32,MEM,10,0,175,31,73,0.425,4,16,0.25,27,57,0.474,0.452,10,12,0.833,4,16,20,21,5,0,4,16,76,udrihbe01,2014
199,Jonas Valan?i?nas,C,22,TOR,4,4,106,19,38,0.5,0,0,,19,38,0.5,0.5,7,8,0.875,9,28,37,2,2,1,4,7,45,valanjo01,2014
200,Greivis Vásquez,PG,28,TOR,4,0,101,11,29,0.379,5,14,0.357,6,15,0.4,0.466,3,3,1.0,0,7,7,12,2,0,4,15,30,vasqugr01,2014
201,Charlie Villanueva,PF,30,DAL,5,0,43,11,25,0.44,8,19,0.421,3,6,0.5,0.6,0,0,,4,9,13,3,1,1,0,10,30,villach01,2014
202,John Wall,PG,24,WAS,7,7,273,43,110,0.391,3,17,0.176,40,93,0.43,0.405,33,39,0.846,5,28,33,83,10,10,27,13,122,walljo01,2014
203,Gerald Wallace,SF,32,BOS,1,0,4,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,0,1,1,0,0,0,0,0,0,wallage01,2014
204,Martell Webster,SF,28,WAS,1,0,4,1,2,0.5,0,1,0.0,1,1,1.0,0.5,0,0,,0,0,0,0,0,0,0,0,2,webstma02,2014
205,Deron Williams,PG,30,BRK,6,6,192,27,69,0.391,11,26,0.423,16,43,0.372,0.471,6,7,0.857,3,34,37,33,8,0,16,18,71,willide01,2014
206,Lou Williams,SG,28,TOR,4,0,102,16,51,0.314,4,21,0.19,12,30,0.4,0.353,15,18,0.833,2,5,7,5,6,0,3,9,51,willilo02,2014
207,Thaddeus Young,PF,26,BRK,6,6,190,29,66,0.439,0,4,0.0,29,62,0.468,0.439,5,12,0.417,17,26,43,16,5,1,14,15,63,youngth01,2014
208,Tyler Zeller,C,25,BOS,4,4,90,15,29,0.517,0,0,,15,29,0.517,0.517,4,5,0.8,2,16,18,2,2,1,4,5,34,zellety01,2014
