Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Year
31,Wilson Chandler,SF,31,LAC,4,0,52,5,16,0.313,1,10,0.1,4,6,0.667,0.344,4,4,1.0,0,6,6,2,2,0,3,7,15,chandwi01,2018
32,Gary Clark,PF,24,HOU,2,0,4,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,0,0,clarkga01,2018
33,Zach Collins,C,21,POR,16,0,275,41,81,0.506,7,21,0.333,34,60,0.567,0.549,20,25,0.8,16,41,57,14,7,22,20,54,109,colliza01,2018
34,Darren Collison,PG,31,IND,4,4,117,19,45,0.422,4,11,0.364,15,34,0.441,0.467,6,6,1.0,4,8,12,16,2,0,10,11,48,collida01,2018
35,Pat Connaughton,SG,26,MIL,15,0,324,37,77,0.481,15,42,0.357,22,35,0.629,0.578,4,8,0.5,10,83,93,21,6,13,8,14,93,connapa01,2018
36,Quinn Cook,PG,25,GSW,17,0,193,28,70,0.4,11,34,0.324,17,36,0.472,0.479,4,4,1.0,2,16,18,12,3,1,6,13,71,cookqu01,2018
37,DeMarcus Cousins,C,28,GSW,8,5,133,21,53,0.396,3,12,0.25,18,41,0.439,0.425,16,25,0.64,9,30,39,19,5,6,19,24,61,couside01,2018
38,Torrey Craig,SF,28,DEN,14,11,330,33,69,0.478,17,36,0.472,16,33,0.485,0.601,9,16,0.563,21,51,72,12,7,5,6,38,92,craigto01,2018
39,Jae Crowder,SF,28,UTA,5,3,130,17,46,0.37,9,30,0.3,8,16,0.5,0.467,14,19,0.737,4,25,29,4,5,0,1,7,57,crowdja01,2018
40,Dante Cunningham,PF,31,SAS,5,0,13,2,3,0.667,2,2,1.0,0,1,0.0,1.0,0,0,,2,4,6,0,0,0,0,0,6,cunnida01,2018
41,Seth Curry,SG,28,POR,16,0,326,30,82,0.366,21,52,0.404,9,30,0.3,0.494,9,11,0.818,5,20,25,13,12,4,7,27,90,curryse01,2018
42,Stephen Curry,PG,30,GSW,22,22,846,190,431,0.441,92,244,0.377,98,187,0.524,0.548,148,157,0.943,17,115,132,126,24,4,66,68,620,curryst01,2018
43,Ed Davis,C,29,BRK,3,0,41,7,10,0.7,0,0,,7,10,0.7,0.7,2,2,1.0,4,15,19,2,0,1,0,9,16,davised01,2018
44,DeMar DeRozan,SG,29,SAS,7,7,251,58,119,0.487,0,1,0.0,58,118,0.492,0.487,38,44,0.864,10,37,47,32,8,1,12,16,154,derozde01,2018
45,Spencer Dinwiddie,PG,25,BRK,5,0,131,27,62,0.435,9,24,0.375,18,38,0.474,0.508,10,14,0.714,4,9,13,8,2,0,8,10,73,dinwisp01,2018
46,Andre Drummond,C,25,DET,4,4,127,24,54,0.444,0,1,0.0,24,53,0.453,0.444,9,21,0.429,20,32,52,9,6,5,11,17,57,drumman01,2018
47,Jared Dudley,PF,33,BRK,4,2,82,3,11,0.273,2,9,0.222,1,2,0.5,0.364,4,4,1.0,0,2,2,11,3,1,4,10,12,dudleja01,2018
48,Kevin Durant,SF,30,GSW,12,12,442,125,243,0.514,35,80,0.438,90,163,0.552,0.586,102,113,0.903,1,58,59,54,13,12,43,38,387,duranke01,2018
49,Wayne Ellington,SG,31,DET,4,4,131,11,35,0.314,7,22,0.318,4,13,0.308,0.414,2,2,1.0,3,12,15,5,3,0,2,4,31,ellinwa01,2018
50,Joel Embiid,C,24,PHI,11,11,334,68,159,0.428,12,39,0.308,56,120,0.467,0.465,74,90,0.822,21,94,115,37,8,25,40,34,222,embiijo01,2018
51,James Ennis III,SF,28,PHI,11,0,232,31,64,0.484,9,32,0.281,22,32,0.688,0.555,12,19,0.632,16,26,42,12,4,3,10,31,83,ennisja01,2018
52,Jacob Evans,SG,21,GSW,7,0,18,2,5,0.4,1,2,0.5,1,3,0.333,0.5,0,0,,0,1,1,1,0,0,2,1,5,evansja02,2018
53,Tyreke Evans,SG,29,IND,4,0,84,21,48,0.438,11,20,0.55,10,28,0.357,0.552,8,14,0.571,0,17,17,3,2,1,6,8,61,evansty01,2018
54,Kenneth Faried,C,29,HOU,6,0,56,9,13,0.692,1,1,1.0,8,12,0.667,0.731,5,6,0.833,3,18,21,2,2,0,0,6,24,farieke01,2018
55,Derrick Favors,C,27,UTA,5,2,103,23,36,0.639,0,3,0.0,23,33,0.697,0.639,13,19,0.684,15,22,37,4,4,9,5,12,59,favorde01,2018
56,Raymond Felton,PG,34,OKC,5,0,57,4,13,0.308,2,8,0.25,2,5,0.4,0.385,1,2,0.5,0,3,3,3,4,1,2,7,11,feltora01,2018
57,Terrance Ferguson,SG,20,OKC,5,5,128,9,25,0.36,7,18,0.389,2,7,0.286,0.5,0,0,,2,10,12,6,2,0,5,19,25,fergute01,2018
58,Bryn Forbes,SG,25,SAS,7,7,212,27,56,0.482,15,31,0.484,12,25,0.48,0.616,6,9,0.667,1,24,25,7,1,1,3,14,75,forbebr01,2018
59,Evan Fournier,SG,26,ORL,5,5,175,24,69,0.348,8,34,0.235,16,35,0.457,0.406,6,8,0.75,3,13,16,10,7,0,12,14,62,fournev01,2018
60,Melvin Frazier,SG,22,ORL,3,0,15,2,5,0.4,0,0,,2,5,0.4,0.4,1,2,0.5,1,3,4,0,1,0,0,0,5,frazime01,2018
61,Tim Frazier,PG,28,MIL,11,0,40,8,13,0.615,3,6,0.5,5,7,0.714,0.731,2,2,1.0,0,9,9,10,1,0,3,5,21,fraziti01,2018
62,Enes Freedom,C,26,POR,16,14,461,75,146,0.514,1,4,0.25,74,142,0.521,0.517,31,41,0.756,53,102,155,19,11,9,26,36,182,kanteen01,2018
63,Danilo Gallinari,SF,30,LAC,6,6,201,39,111,0.351,13,43,0.302,26,68,0.382,0.41,28,33,0.848,9,28,37,16,8,1,11,14,119,gallida01,2018
64,Langston Galloway,SG,27,DET,4,0,110,11,34,0.324,9,25,0.36,2,9,0.222,0.456,0,0,,2,13,15,4,2,4,2,10,31,gallola01,2018
65,Marc Gasol,C,34,TOR,24,24,735,76,180,0.422,34,89,0.382,42,91,0.462,0.517,40,46,0.87,16,137,153,73,21,26,21,84,226,gasolma01,2018
66,Rudy Gay,PF,32,SAS,7,0,179,28,70,0.4,8,19,0.421,20,51,0.392,0.457,14,17,0.824,13,37,50,12,3,5,10,13,78,gayru01,2018
67,Paul George,SF,28,OKC,5,5,204,44,101,0.436,15,47,0.319,29,54,0.537,0.51,40,49,0.816,6,37,43,18,7,1,20,21,143,georgpa01,2018
68,Shai Gilgeous-Alexander,PG,20,LAC,6,6,173,28,60,0.467,9,18,0.5,19,42,0.452,0.542,17,20,0.85,4,12,16,19,6,5,5,17,82,gilgesh01,2018
69,Rudy Gobert,C,26,UTA,5,5,152,19,32,0.594,0,0,,19,32,0.594,0.594,18,23,0.783,23,28,51,7,3,13,9,16,56,goberru01,2018
70,Aaron Gordon,PF,23,ORL,5,5,164,29,62,0.468,8,20,0.4,21,42,0.5,0.532,10,19,0.526,11,25,36,18,6,1,13,16,76,gordoaa01,2018
71,Eric Gordon,SG,30,HOU,11,11,410,67,150,0.447,38,95,0.4,29,55,0.527,0.573,24,28,0.857,5,22,27,14,7,11,27,22,196,gordoer01,2018
72,Treveon Graham,SG,25,BRK,5,0,79,2,10,0.2,0,7,0.0,2,3,0.667,0.2,3,6,0.5,3,8,11,3,2,1,3,10,7,grahatr01,2018
73,Jerami Grant,PF,24,OKC,5,5,176,20,40,0.5,9,20,0.45,11,20,0.55,0.613,9,13,0.692,6,22,28,4,3,10,4,13,58,grantje01,2018
74,Jerian Grant,PG,26,ORL,3,0,14,2,10,0.2,0,7,0.0,2,3,0.667,0.2,1,1,1.0,0,4,4,3,0,0,1,1,5,grantje02,2018
75,Danny Green,SG,31,TOR,24,24,684,53,155,0.342,39,119,0.328,14,36,0.389,0.468,21,23,0.913,17,70,87,26,31,11,26,60,166,greenda02,2018
76,Draymond Green,PF,28,GSW,22,22,851,114,229,0.498,13,57,0.228,101,172,0.587,0.526,51,71,0.718,41,182,223,187,32,33,83,85,292,greendr01,2018
77,Gerald Green,SG,33,HOU,11,0,97,12,40,0.3,10,29,0.345,2,11,0.182,0.425,5,5,1.0,0,12,12,1,3,3,3,12,39,greenge01,2018
78,JaMychal Green,PF,28,LAC,6,3,141,23,43,0.535,12,23,0.522,11,20,0.55,0.674,8,10,0.8,6,26,32,5,4,0,11,22,66,greenja01,2018
79,Blake Griffin,PF,29,DET,2,2,58,18,39,0.462,6,13,0.462,12,26,0.462,0.538,7,7,1.0,4,8,12,12,2,0,6,9,49,griffbl01,2018
80,James Harden,PG,29,HOU,11,11,424,109,264,0.413,48,137,0.35,61,127,0.48,0.504,82,98,0.837,9,67,76,73,24,10,51,41,348,hardeja01,2018
81,Maurice Harkless,SF,25,POR,16,16,388,52,109,0.477,7,28,0.25,45,81,0.556,0.509,23,36,0.639,29,49,78,23,18,16,17,56,134,harklma01,2018
82,Montrezl Harrell,C,25,LAC,6,0,158,46,63,0.73,0,1,0.0,46,62,0.742,0.73,18,26,0.692,12,21,33,13,3,4,8,19,110,harremo01,2018
83,Gary Harris,SG,24,DEN,14,14,517,73,158,0.462,20,57,0.351,53,101,0.525,0.525,33,38,0.868,9,49,58,32,12,8,11,38,199,harriga01,2018
84,Joe Harris,SG,27,BRK,5,5,149,16,43,0.372,4,21,0.19,12,22,0.545,0.419,8,8,1.0,6,15,21,3,3,0,9,12,44,harrijo01,2018
85,Tobias Harris,PF,26,PHI,12,12,443,71,167,0.425,22,63,0.349,49,104,0.471,0.491,22,26,0.846,12,97,109,48,13,6,19,30,186,harrito02,2018
86,Isaiah Hartenstein,PF,20,HOU,2,0,2,2,2,1.0,0,0,,2,2,1.0,1.0,0,0,,1,0,1,0,0,0,0,1,4,harteis01,2018
87,Gordon Hayward,PF,28,BOS,9,0,267,29,70,0.414,9,24,0.375,20,46,0.435,0.479,19,19,1.0,3,33,36,22,6,3,15,16,86,haywago01,2018
88,Juancho Hernangómez,PF,23,DEN,5,0,15,1,3,0.333,1,2,0.5,0,1,0.0,0.5,0,0,,0,3,3,0,0,0,1,2,3,hernaju01,2018
89,Nenê,C,36,HOU,7,0,53,10,10,1.0,0,0,,10,10,1.0,1.0,7,9,0.778,9,5,14,3,3,2,3,7,27,hilarne01,2018
90,George Hill,PG,32,MIL,15,0,395,63,118,0.534,20,48,0.417,43,70,0.614,0.619,27,33,0.818,15,38,53,42,13,4,6,34,173,hillge01,2018
91,Aaron Holiday,PG,22,IND,3,0,13,2,5,0.4,1,2,0.5,1,3,0.333,0.5,0,0,,0,0,0,0,0,0,1,3,5,holidaa01,2018
92,Rondae Hollis-Jefferson,SF,24,BRK,4,0,62,16,33,0.485,1,1,1.0,15,32,0.469,0.5,20,25,0.8,3,9,12,6,1,5,3,7,53,holliro01,2018
93,Rodney Hood,SG,26,POR,16,0,373,52,111,0.468,18,51,0.353,34,60,0.567,0.55,36,44,0.818,9,27,36,14,6,3,7,28,158,hoodro01,2018
94,Al Horford,C,32,BOS,9,9,310,46,110,0.418,18,44,0.409,28,66,0.424,0.5,15,18,0.833,13,68,81,40,4,7,19,21,125,horfoal01,2018
95,Danuel House Jr.,SF,25,HOU,7,0,141,11,37,0.297,8,31,0.258,3,6,0.5,0.405,4,8,0.5,2,20,22,1,3,2,4,11,34,houseda01,2018
96,Serge Ibaka,C,29,TOR,24,0,500,92,193,0.477,9,38,0.237,83,155,0.535,0.5,32,42,0.762,35,108,143,22,11,23,25,79,225,ibakase01,2018
97,Andre Iguodala,SF,35,GSW,21,15,629,82,166,0.494,28,80,0.35,54,86,0.628,0.578,14,37,0.378,27,64,91,83,24,23,21,43,206,iguodan01,2018
98,Ersan ?lyasova,PF,31,MIL,15,0,272,35,81,0.432,12,40,0.3,23,41,0.561,0.506,20,25,0.8,19,51,70,21,10,6,6,40,102,ilyaser01,2018
99,Joe Ingles,PF,31,UTA,5,5,151,12,37,0.324,8,29,0.276,4,8,0.5,0.432,0,0,,3,21,24,25,11,0,8,14,32,inglejo01,2018
100,Kyrie Irving,PG,26,BOS,9,9,330,69,179,0.385,18,58,0.31,51,121,0.421,0.436,36,40,0.9,5,35,40,63,12,4,28,26,192,irvinky01,2018
101,Jonathan Isaac,PF,21,ORL,5,5,137,11,40,0.275,4,20,0.2,7,20,0.35,0.325,7,8,0.875,10,21,31,2,2,5,5,9,33,isaacjo01,2018
102,Wes Iwundu,SF,24,ORL,5,0,60,6,18,0.333,3,9,0.333,3,9,0.333,0.417,9,9,1.0,0,7,7,4,3,0,2,4,24,iwundwe01,2018
103,Reggie Jackson,PG,28,DET,4,4,108,28,65,0.431,9,21,0.429,19,44,0.432,0.5,6,7,0.857,5,8,13,28,3,0,5,12,71,jacksre01,2018
104,Jonas Jerebko,PF,31,GSW,16,0,121,12,42,0.286,5,19,0.263,7,23,0.304,0.345,5,6,0.833,15,19,34,12,1,2,2,9,34,jerebjo01,2018
105,Amir Johnson,C,31,PHI,4,0,20,4,4,1.0,0,0,,4,4,1.0,1.0,0,0,,3,2,5,2,1,0,1,3,8,johnsam01,2018
106,Nikola Joki?,C,23,DEN,14,14,557,132,261,0.506,22,56,0.393,110,205,0.537,0.548,66,78,0.846,54,128,182,118,16,13,36,54,352,jokicni01,2018
107,Damian Jones,C,23,GSW,4,1,8,1,1,1.0,0,0,,1,1,1.0,1.0,1,2,0.5,0,2,2,0,0,0,1,3,3,jonesda03,2018
108,Cory Joseph,PG,27,IND,4,0,85,12,24,0.5,4,9,0.444,8,15,0.533,0.583,2,2,1.0,1,6,7,4,4,0,0,7,30,josepco01,2018
109,Luke Kennard,SG,22,DET,4,2,133,23,47,0.489,9,15,0.6,14,32,0.438,0.585,5,6,0.833,0,16,16,7,3,1,3,6,60,kennalu01,2018
110,Furkan Korkmaz,SG,21,PHI,4,0,36,6,18,0.333,3,8,0.375,3,10,0.3,0.417,4,5,0.8,0,6,6,5,0,1,1,5,19,korkmfu01,2018
111,Kyle Korver,SG,37,UTA,4,0,30,3,8,0.375,2,6,0.333,1,2,0.5,0.5,2,3,0.667,1,4,5,0,0,0,1,6,10,korveky01,2018
112,Rodions Kurucs,SF,20,BRK,4,3,68,8,20,0.4,2,8,0.25,6,12,0.5,0.45,7,9,0.778,6,14,20,3,2,0,2,10,25,kurucro01,2018
113,Skal Labissière,PF,22,POR,3,0,11,1,4,0.25,0,2,0.0,1,2,0.5,0.25,0,1,0.0,0,0,0,0,0,0,0,1,2,labissk01,2018
114,Jake Layman,SF,24,POR,6,0,20,1,7,0.143,0,5,0.0,1,2,0.5,0.143,3,4,0.75,1,3,4,0,0,0,0,3,5,laymaja01,2018
115,T.J. Leaf,PF,21,IND,1,0,10,0,3,0.0,0,1,0.0,0,2,0.0,0.0,2,2,1.0,1,2,3,0,0,0,0,0,2,leaftj01,2018
116,Kawhi Leonard,SF,27,TOR,24,24,939,243,496,0.49,55,145,0.379,188,351,0.536,0.545,191,216,0.884,54,164,218,94,40,17,74,56,732,leonaka01,2018
117,Meyers Leonard,C,26,POR,11,2,170,34,65,0.523,14,33,0.424,20,32,0.625,0.631,3,9,0.333,6,34,40,12,2,1,4,27,85,leoname01,2018
118,Jon Leuer,PF,29,DET,1,0,5,1,2,0.5,0,0,,1,2,0.5,0.5,0,1,0.0,0,0,0,0,0,0,0,1,2,leuerjo01,2018
119,Caris LeVert,SF,24,BRK,5,2,144,36,73,0.493,12,26,0.462,24,47,0.511,0.575,21,29,0.724,6,17,23,15,5,2,10,8,105,leverca01,2018
120,Damian Lillard,PG,28,POR,16,16,650,138,330,0.418,59,158,0.373,79,172,0.459,0.508,95,114,0.833,8,68,76,106,27,5,60,40,430,lillada01,2018
121,Jeremy Lin,PG,30,TOR,8,0,27,2,9,0.222,1,2,0.5,1,7,0.143,0.278,4,4,1.0,0,3,3,4,1,0,5,2,9,linje01,2018
122,Shaun Livingston,PG,33,GSW,22,2,322,34,75,0.453,0,2,0.0,34,73,0.466,0.453,21,25,0.84,11,20,31,31,10,4,8,35,89,livinsh01,2018
123,Kevon Looney,C,22,GSW,21,1,432,64,93,0.688,0,0,,64,93,0.688,0.688,21,29,0.724,41,53,94,20,12,11,13,50,149,looneke01,2018
124,Brook Lopez,C,30,MIL,15,15,438,61,134,0.455,22,75,0.293,39,59,0.661,0.537,24,29,0.828,12,70,82,21,6,28,10,46,168,lopezbr01,2018
125,Kyle Lowry,PG,32,TOR,24,24,901,122,278,0.439,52,145,0.359,70,133,0.526,0.532,65,81,0.802,21,96,117,159,31,7,53,96,361,lowryky01,2018
126,Trey Lyles,PF,23,DEN,3,0,8,0,3,0.0,0,1,0.0,0,2,0.0,0.0,0,0,,1,0,1,2,0,0,0,1,0,lylestr01,2018
127,Thon Maker,PF,21,DET,4,2,69,7,26,0.269,0,12,0.0,7,14,0.5,0.269,8,9,0.889,4,5,9,4,0,4,3,14,22,makerth01,2018
128,Boban Marjanovi?,C,30,PHI,11,0,105,24,40,0.6,0,3,0.0,24,37,0.649,0.6,16,19,0.842,13,23,36,11,2,3,14,18,64,marjabo01,2018
129,Jarell Martin,PF,24,ORL,3,0,18,4,9,0.444,2,7,0.286,2,2,1.0,0.556,0,2,0.0,1,1,2,1,0,1,0,1,10,martija01,2018
130,Wesley Matthews,SG,32,IND,4,4,119,9,30,0.3,7,21,0.333,2,9,0.222,0.417,3,3,1.0,0,10,10,8,3,1,8,6,28,matthwe02,2018
131,Patrick McCaw,SG,23,TOR,11,0,48,1,5,0.2,1,3,0.333,0,2,0.0,0.3,2,2,1.0,2,1,3,4,2,0,1,4,5,mccawpa01,2018
132,CJ McCollum,SG,27,POR,16,16,635,154,350,0.44,46,117,0.393,108,233,0.464,0.506,41,56,0.732,14,66,80,59,13,10,30,34,395,mccolcj01,2018
133,T.J. McConnell,PG,26,PHI,9,0,75,12,27,0.444,0,0,,12,27,0.444,0.444,0,0,,1,5,6,11,2,1,1,4,24,mccontj01,2018
134,Doug McDermott,SF,27,IND,3,0,29,2,10,0.2,0,7,0.0,2,3,0.667,0.2,2,4,0.5,3,2,5,4,0,1,0,2,6,mcderdo01,2018
135,Alfonzo McKinnie,SF,26,GSW,22,1,235,26,59,0.441,10,32,0.313,16,27,0.593,0.525,4,10,0.4,17,33,50,4,2,1,6,32,66,mckinal01,2018
136,Jodie Meeks,SG,31,TOR,14,0,66,9,29,0.31,2,13,0.154,7,16,0.438,0.345,2,3,0.667,0,9,9,1,4,1,3,7,22,meeksjo01,2018
137,Khris Middleton,SF,27,MIL,15,15,515,84,201,0.418,40,92,0.435,44,109,0.404,0.517,46,52,0.885,9,86,95,66,9,0,29,44,254,middlkh01,2018
138,Malcolm Miller,SF,25,TOR,10,0,28,2,8,0.25,1,6,0.167,1,2,0.5,0.313,3,4,0.75,0,5,5,1,0,1,1,3,8,millema01,2018
139,Patty Mills,PG,30,SAS,7,0,152,14,43,0.326,3,22,0.136,11,21,0.524,0.36,6,10,0.6,1,14,15,25,7,1,3,9,37,millspa02,2018
140,Paul Millsap,PF,33,DEN,14,14,469,73,157,0.465,12,38,0.316,61,119,0.513,0.503,47,61,0.77,24,70,94,11,12,15,18,48,205,millspa01,2018
141,Nikola Miroti?,PF,27,MIL,14,8,298,44,117,0.376,22,76,0.289,22,41,0.537,0.47,23,28,0.821,17,43,60,10,10,3,14,25,133,mirotni01,2018
142,Donovan Mitchell,SG,22,UTA,5,5,193,36,112,0.321,11,43,0.256,25,69,0.362,0.371,24,33,0.727,7,18,25,16,8,1,21,15,107,mitchdo01,2018
143,Greg Monroe,C,28,PHI,10,1,90,16,40,0.4,1,4,0.25,15,36,0.417,0.413,7,9,0.778,14,17,31,4,5,4,4,11,40,monrogr01,2018
144,Eric Moreland,PF,27,TOR,8,0,28,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,1,12,13,3,0,0,0,5,2,moreler01,2018
145,Marcus Morris,PF,29,BOS,9,4,254,41,79,0.519,18,40,0.45,23,39,0.59,0.633,23,31,0.742,12,61,73,11,1,5,7,22,123,morrima03,2018
146,Markieff Morris,PF,29,OKC,5,0,59,5,16,0.313,2,7,0.286,3,9,0.333,0.375,7,9,0.778,4,9,13,5,1,3,2,9,19,morrima02,2018
147,Monte Morris,PG,23,DEN,14,0,224,33,86,0.384,0,13,0.0,33,73,0.452,0.384,9,13,0.692,3,16,19,36,5,1,6,15,75,morrimo01,2018
148,Donatas Motiej?nas,PF,28,SAS,5,0,19,6,10,0.6,0,1,0.0,6,9,0.667,0.6,1,2,0.5,3,4,7,2,0,0,0,1,13,motiedo01,2018
149,Jamal Murray,PG,21,DEN,14,14,508,107,252,0.425,28,83,0.337,79,169,0.467,0.48,56,62,0.903,19,42,61,66,14,2,22,24,298,murraja01,2018
150,Danan Musa,SG,19,BRK,2,0,15,2,3,0.667,0,1,0.0,2,2,1.0,0.667,0,0,,0,0,0,0,2,0,3,4,4,musadz01,2018
151,Abdel Nader,SF,25,OKC,3,0,5,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,0,0,0,0,0,1,0,0,2,naderab01,2018
152,Shabazz Napier,PG,27,BRK,3,0,28,7,11,0.636,3,5,0.6,4,6,0.667,0.773,7,8,0.875,2,5,7,11,1,0,0,1,24,napiesh01,2018
153,Raul Neto,PG,26,UTA,3,0,20,1,6,0.167,0,1,0.0,1,5,0.2,0.167,0,0,,0,3,3,1,0,0,0,2,2,netora01,2018
154,Georges Niang,PF,25,UTA,5,0,55,9,22,0.409,4,13,0.308,5,9,0.556,0.5,0,0,,0,14,14,5,1,1,2,5,22,niangge01,2018
155,Nerlens Noel,C,24,OKC,5,0,60,12,20,0.6,0,0,,12,20,0.6,0.6,0,2,0.0,11,8,19,0,2,3,5,9,24,noelne01,2018
156,Royce O'Neale,SF,25,UTA,5,0,137,21,45,0.467,8,23,0.348,13,22,0.591,0.556,3,4,0.75,2,21,23,8,2,2,10,15,53,onealro01,2018
157,Kyle O'Quinn,C,28,IND,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,1,0,0,oquinky01,2018
158,Semi Ojeleye,PF,24,BOS,6,0,34,4,9,0.444,3,5,0.6,1,4,0.25,0.611,2,2,1.0,1,1,2,2,0,0,1,5,13,ojelese01,2018
