Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Year
159,Zaza Pachulia,C,34,DET,2,0,22,2,6,0.333,0,0,,2,6,0.333,0.333,1,2,0.5,1,8,9,0,0,0,1,3,5,pachuza01,2018
160,Chris Paul,PG,33,HOU,11,11,397,66,148,0.446,17,63,0.27,49,85,0.576,0.503,38,45,0.844,14,56,70,60,24,7,37,36,187,paulch01,2018
161,Theo Pinson,SG,23,BRK,3,0,22,3,8,0.375,3,7,0.429,0,1,0.0,0.563,0,0,,0,3,3,3,2,0,1,0,9,pinsoth01,2018
162,Mason Plumlee,C,28,DEN,14,0,218,24,47,0.511,0,1,0.0,24,46,0.522,0.511,16,28,0.571,26,36,62,21,7,10,8,39,64,plumlma01,2018
163,Jakob Poeltl,C,23,SAS,7,7,177,23,36,0.639,0,1,0.0,23,35,0.657,0.639,5,9,0.556,25,29,54,12,2,5,3,26,51,poeltja01,2018
164,Quincy Pondexter,SF,30,SAS,5,0,12,0,2,0.0,0,1,0.0,0,1,0.0,0.0,0,0,,0,1,1,2,1,0,0,2,0,pondequ01,2018
165,Norman Powell,SG,25,TOR,23,0,366,56,126,0.444,24,62,0.387,32,64,0.5,0.54,14,19,0.737,5,46,51,26,9,0,12,31,150,powelno01,2018
166,J.J. Redick,SG,34,PHI,12,12,376,54,124,0.435,36,87,0.414,18,37,0.486,0.581,17,20,0.85,1,16,17,19,1,3,22,32,161,redicjj01,2018
167,Austin Rivers,SG,26,HOU,10,0,215,27,62,0.435,16,35,0.457,11,27,0.407,0.565,4,6,0.667,2,19,21,10,5,1,8,31,74,riverau01,2018
168,Glenn Robinson III,SF,25,DET,3,0,36,4,15,0.267,1,8,0.125,3,7,0.429,0.3,4,4,1.0,2,5,7,2,2,0,1,5,13,robingl02,2018
169,Jerome Robinson,SG,21,LAC,5,0,46,5,14,0.357,3,6,0.5,2,8,0.25,0.464,5,5,1.0,2,4,6,7,2,0,1,4,18,robinje01,2018
170,Terrence Ross,SG,27,ORL,5,0,146,20,54,0.37,12,35,0.343,8,19,0.421,0.481,14,17,0.824,1,17,18,7,6,2,10,10,66,rosste01,2018
171,Terry Rozier,PG,24,BOS,9,0,162,19,59,0.322,8,34,0.235,11,25,0.44,0.39,12,16,0.75,4,35,39,17,4,2,10,15,58,roziete01,2018
172,Ricky Rubio,PG,28,UTA,5,5,168,28,66,0.424,4,20,0.2,24,46,0.522,0.455,17,20,0.85,3,13,16,43,12,1,15,14,77,rubiori01,2018
173,D'Angelo Russell,PG,22,BRK,5,5,148,37,103,0.359,12,37,0.324,25,66,0.379,0.417,11,13,0.846,2,16,18,18,7,1,14,12,97,russeda01,2018
174,Domantas Sabonis,C,22,IND,4,0,96,12,29,0.414,1,4,0.25,11,25,0.44,0.431,9,14,0.643,7,22,29,16,3,1,5,12,34,sabondo01,2018
175,Dennis Schröder,PG,25,OKC,5,0,151,25,55,0.455,6,20,0.3,19,35,0.543,0.509,13,18,0.722,2,14,16,17,4,0,6,11,69,schrode01,2018
176,Mike Scott,PF,30,PHI,10,0,193,21,47,0.447,12,34,0.353,9,13,0.692,0.574,2,2,1.0,4,30,34,5,3,0,7,22,56,scottmi01,2018
177,Thabo Sefolosha,SF,34,UTA,4,0,42,2,14,0.143,1,8,0.125,1,6,0.167,0.179,0,0,,1,7,8,2,0,0,1,3,5,sefolth01,2018
178,Landry Shamet,SG,21,LAC,6,6,174,13,38,0.342,10,31,0.323,3,7,0.429,0.474,10,10,1.0,1,11,12,10,6,0,7,15,46,shamela01,2018
179,Iman Shumpert,SG,28,HOU,8,0,109,10,26,0.385,8,22,0.364,2,4,0.5,0.538,1,4,0.25,1,11,12,2,1,0,3,10,29,shumpim01,2018
180,Pascal Siakam,PF,24,TOR,24,24,891,180,383,0.47,29,104,0.279,151,279,0.541,0.508,66,87,0.759,40,131,171,66,25,17,33,67,455,siakapa01,2018
181,Ben Simmons,PG,22,PHI,12,12,421,72,116,0.621,0,0,,72,116,0.621,0.621,23,40,0.575,24,61,85,72,15,12,32,45,167,simmobe01,2018
182,Jonathon Simmons,SF,29,PHI,7,0,52,10,30,0.333,2,10,0.2,8,20,0.4,0.367,3,4,0.75,2,7,9,2,1,0,6,2,25,simmojo02,2018
183,Anfernee Simons,SG,19,POR,5,0,12,0,7,0.0,0,2,0.0,0,5,0.0,0.0,4,5,0.8,0,0,0,0,1,0,0,2,4,simonan01,2018
184,Marcus Smart,SG,24,BOS,2,0,32,1,11,0.091,1,11,0.091,0,0,,0.136,4,6,0.667,4,0,4,4,3,0,3,3,7,smartma01,2018
185,Ish Smith,PG,30,DET,4,0,81,10,38,0.263,1,7,0.143,9,31,0.29,0.276,3,4,0.75,1,10,11,14,3,1,4,8,24,smithis01,2018
186,Zhaire Smith,SG,19,PHI,2,0,5,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,1,0,0,0,0,smithzh01,2018
187,Tony Snell,SF,27,MIL,9,0,28,2,6,0.333,1,2,0.5,1,4,0.25,0.417,0,0,,1,1,2,0,1,1,0,3,5,snellto01,2018
188,Edmond Sumner,PG,23,IND,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,2,2,0,0,0,0,0,0,sumneed01,2018
189,Jayson Tatum,SF,20,BOS,9,9,295,49,112,0.438,10,31,0.323,39,81,0.481,0.482,29,39,0.744,7,53,60,17,10,7,18,21,137,tatumja01,2018
190,Garrett Temple,SG,32,LAC,6,0,63,3,11,0.273,1,7,0.143,2,4,0.5,0.318,7,10,0.7,1,6,7,2,3,1,2,8,14,templga01,2018
191,Daniel Theis,C,26,BOS,7,0,42,5,14,0.357,0,2,0.0,5,12,0.417,0.357,2,2,1.0,4,6,10,0,1,1,1,4,12,theisda01,2018
192,Khyri Thomas,SG,22,DET,3,0,15,6,12,0.5,1,4,0.25,5,8,0.625,0.542,1,1,1.0,0,2,2,0,2,0,0,0,14,thomakh01,2018
193,Klay Thompson,SG,28,GSW,21,21,818,164,360,0.456,70,158,0.443,94,202,0.465,0.553,37,41,0.902,12,74,86,44,28,15,38,59,435,thompkl01,2018
194,Sindarius Thornwell,SG,24,LAC,4,0,12,2,6,0.333,1,3,0.333,1,3,0.333,0.417,0,0,,0,4,4,0,1,0,0,2,5,thornsi01,2018
195,P.J. Tucker,PF,33,HOU,11,11,426,40,88,0.455,26,57,0.456,14,31,0.452,0.602,19,23,0.826,19,63,82,19,19,8,8,35,125,tuckepj01,2018
196,Evan Turner,PG,30,POR,16,0,245,15,46,0.326,1,1,1.0,14,45,0.311,0.337,12,15,0.8,13,60,73,35,3,3,13,22,43,turneev01,2018
197,Myles Turner,C,22,IND,4,4,126,14,35,0.4,3,14,0.214,11,21,0.524,0.443,8,13,0.615,4,21,25,6,0,7,3,14,39,turnemy01,2018
198,Ekpe Udoh,C,31,UTA,2,0,6,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,udohek01,2018
199,Jarred Vanderbilt,PF,19,DEN,3,0,5,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,1,0,0,0,vandeja01,2018
200,Fred VanVleet,PG,24,TOR,24,0,592,65,166,0.392,38,98,0.388,27,68,0.397,0.506,24,31,0.774,8,34,42,62,18,6,21,49,192,vanvlfr01,2018
201,Nikola Vu?evi?,C,28,ORL,5,5,147,21,58,0.362,3,13,0.231,18,45,0.4,0.388,11,14,0.786,9,31,40,15,2,5,13,12,56,vucevni01,2018
202,Lonnie Walker IV,SG,20,SAS,6,0,21,3,8,0.375,0,1,0.0,3,7,0.429,0.375,0,0,,0,2,2,3,0,0,0,0,6,walkelo01,2018
203,Tyrone Wallace,PG,24,LAC,2,0,11,1,4,0.25,0,0,,1,4,0.25,0.25,2,3,0.667,0,1,1,3,0,0,1,2,4,wallaty01,2018
204,Brad Wanamaker,PG,29,BOS,4,0,17,3,7,0.429,1,1,1.0,2,6,0.333,0.5,3,4,0.75,0,1,1,3,1,0,2,0,10,wanambr01,2018
205,Russell Westbrook,PG,30,OKC,5,5,197,40,111,0.36,11,34,0.324,29,77,0.377,0.41,23,26,0.885,7,37,44,53,5,3,23,19,114,westbru01,2018
206,Derrick White,PG,24,SAS,7,7,191,41,75,0.547,5,17,0.294,36,58,0.621,0.58,19,26,0.731,1,20,21,21,5,5,15,17,106,whitede01,2018
207,Lou Williams,SG,32,LAC,6,0,176,45,104,0.433,6,18,0.333,39,86,0.453,0.462,34,41,0.829,6,11,17,46,5,1,18,14,130,willilo02,2018
208,Robert Williams,C,21,BOS,3,0,13,1,2,0.5,0,0,,1,2,0.5,0.5,2,2,1.0,1,6,7,0,0,0,0,1,4,williro04,2018
209,D.J. Wilson,PF,22,MIL,8,0,43,8,16,0.5,1,5,0.2,7,11,0.636,0.531,2,2,1.0,1,9,10,4,0,1,7,7,19,wilsodj01,2018
210,Guerschon Yabusele,PF,23,BOS,4,0,14,2,4,0.5,0,1,0.0,2,3,0.667,0.5,4,7,0.571,1,1,2,1,0,1,1,3,8,yabusgu01,2018
211,Thaddeus Young,PF,30,IND,4,4,130,18,42,0.429,2,8,0.25,16,34,0.471,0.452,4,7,0.571,9,19,28,15,11,3,5,10,42,youngth01,2018
212,Ivica Zubac,C,21,LAC,4,3,39,9,18,0.5,0,0,,9,18,0.5,0.5,2,3,0.667,11,11,22,1,2,2,4,5,20,zubaciv01,2018
