Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Year
159,Norman Powell,SG,23,TOR,9,5,227,35,82,0.427,15,34,0.441,20,48,0.417,0.518,20,24,0.833,5,23,28,14,10,3,15,25,105,powelno01,2016
160,Taurean Prince,SF,22,ATL,6,6,187,29,52,0.558,4,14,0.286,25,38,0.658,0.596,5,5,1.0,7,25,32,8,2,1,7,9,67,princta02,2016
161,Tim Quarterman,SG,22,POR,2,0,7,1,2,0.5,1,2,0.5,0,0,,0.75,0,0,,0,0,0,1,0,0,0,1,3,quartti01,2016
162,Zach Randolph,PF,35,MEM,6,4,191,35,83,0.422,1,7,0.143,34,76,0.447,0.428,8,11,0.727,9,40,49,4,5,2,7,14,79,randoza01,2016
163,J.J. Redick,SG,32,LAC,7,7,206,19,50,0.38,9,26,0.346,10,24,0.417,0.47,17,20,0.85,0,12,12,6,2,0,13,17,64,redicjj01,2016
164,Austin Rivers,SG,24,LAC,3,2,90,9,26,0.346,4,13,0.308,5,13,0.385,0.423,2,2,1.0,1,7,8,2,1,1,5,6,24,riverau01,2016
165,Andre Roberson,SF,25,OKC,5,5,185,24,46,0.522,7,17,0.412,17,29,0.586,0.598,3,21,0.143,18,13,31,9,12,17,7,15,58,roberan03,2016
166,Glenn Robinson III,SF,23,IND,3,0,31,6,6,1.0,2,2,1.0,4,4,1.0,1.167,1,2,0.5,0,3,3,1,0,0,0,2,15,robingl02,2016
167,Rajon Rondo,PG,30,CHI,2,2,67,11,26,0.423,0,6,0.0,11,20,0.55,0.423,1,2,0.5,7,10,17,20,7,1,4,6,23,rondora01,2016
168,Terry Rozier,PG,22,BOS,17,0,277,33,82,0.402,14,38,0.368,19,44,0.432,0.488,16,20,0.8,12,32,44,32,11,4,10,20,96,roziete01,2016
169,Domantas Sabonis,PF,20,OKC,2,0,6,0,3,0.0,0,1,0.0,0,2,0.0,0.0,4,4,1.0,0,2,2,0,1,1,0,4,4,sabondo01,2016
170,Tomá Satoranský,SG,25,WAS,10,0,36,3,6,0.5,0,0,,3,6,0.5,0.5,2,5,0.4,1,4,5,6,1,0,2,4,8,satorto01,2016
171,Dennis Schröder,PG,23,ATL,6,6,211,50,110,0.455,17,40,0.425,33,70,0.471,0.532,31,37,0.838,4,10,14,46,6,0,10,19,148,schrode01,2016
172,Thabo Sefolosha,SF,32,ATL,4,0,9,0,1,0.0,0,0,,0,1,0.0,0.0,1,4,0.25,0,0,0,0,0,0,0,1,1,sefolth01,2016
173,Wayne Selden,SG,22,MEM,6,2,106,9,26,0.346,2,11,0.182,7,15,0.467,0.385,3,4,0.75,3,6,9,7,1,1,2,8,23,seldewa01,2016
174,Kevin Séraphin,PF,27,IND,4,0,59,12,26,0.462,0,0,,12,26,0.462,0.462,5,7,0.714,8,6,14,4,0,2,4,10,29,serapke01,2016
175,Iman Shumpert,SG,26,CLE,17,0,275,25,60,0.417,10,26,0.385,15,34,0.441,0.5,14,17,0.824,6,41,47,16,10,3,6,32,74,shumpim01,2016
176,Pascal Siakam,PF,22,TOR,2,0,10,0,2,0.0,0,0,,0,2,0.0,0.0,0,0,,2,1,3,1,1,0,0,1,0,siakapa01,2016
177,Jonathon Simmons,SG,27,SAS,15,4,306,62,136,0.456,13,37,0.351,49,99,0.495,0.504,21,31,0.677,9,19,28,29,9,2,11,30,158,simmojo02,2016
178,Kyle Singler,SF,28,OKC,1,0,10,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,0,1,1,0,0,0,0,2,0,singlky01,2016
179,Marcus Smart,SG,22,BOS,18,3,538,47,134,0.351,29,73,0.397,18,61,0.295,0.459,32,50,0.64,23,62,85,85,27,16,38,51,155,smartma01,2016
180,J.R. Smith,SG,31,CLE,18,18,487,50,99,0.505,40,80,0.5,10,19,0.526,0.707,5,11,0.455,5,37,42,13,13,6,12,41,145,smithjr01,2016
181,Jason Smith,C,30,WAS,13,0,157,19,39,0.487,3,10,0.3,16,29,0.552,0.526,10,14,0.714,10,19,29,4,2,7,10,30,51,smithja02,2016
182,Tony Snell,SG,25,MIL,6,6,185,22,44,0.5,16,31,0.516,6,13,0.462,0.682,0,0,,2,12,14,9,1,1,2,17,60,snellto01,2016
183,Marreese Speights,C,29,LAC,7,2,98,16,37,0.432,7,20,0.35,9,17,0.529,0.527,7,10,0.7,4,16,20,3,2,3,3,13,46,speigma01,2016
184,Lance Stephenson,SG,26,IND,4,0,107,27,53,0.509,7,18,0.389,20,35,0.571,0.575,3,4,0.75,1,20,21,11,2,0,4,11,64,stephla01,2016
185,Isaiah Taylor,PG,22,HOU,3,0,10,0,2,0.0,0,1,0.0,0,1,0.0,0.0,0,0,,1,1,2,1,0,0,0,1,0,taylois01,2016
186,Jeff Teague,PG,28,IND,4,4,142,22,45,0.489,9,17,0.529,13,28,0.464,0.589,15,18,0.833,0,13,13,25,4,3,8,12,68,teaguje01,2016
187,Mirza Teletovi?,PF,31,MIL,3,0,27,1,6,0.167,1,4,0.25,0,2,0.0,0.25,0,0,,0,3,3,0,1,0,1,3,3,teletmi01,2016
188,Jason Terry,SG,39,MIL,6,0,68,6,18,0.333,2,10,0.2,4,8,0.5,0.389,1,1,1.0,2,6,8,5,3,1,2,7,15,terryja01,2016
189,Isaiah Thomas,PG,27,BOS,15,15,521,111,261,0.425,36,108,0.333,75,153,0.49,0.494,91,111,0.82,5,42,47,100,13,2,50,35,349,thomais02,2016
190,Klay Thompson,SG,26,GSW,17,17,596,94,237,0.397,41,106,0.387,53,131,0.405,0.483,26,33,0.788,11,55,66,35,14,5,24,44,255,thompkl01,2016
191,Tristan Thompson,C,25,CLE,18,18,562,54,92,0.587,0,0,,54,92,0.587,0.587,40,60,0.667,69,81,150,26,9,13,21,36,148,thomptr01,2016
192,P.J. Tucker,SF,31,TOR,10,1,251,18,49,0.367,9,28,0.321,9,21,0.429,0.459,5,8,0.625,15,42,57,11,6,3,8,27,50,tuckepj01,2016
193,Evan Turner,SF,28,POR,4,4,124,12,33,0.364,5,15,0.333,7,18,0.389,0.439,12,16,0.75,3,20,23,15,7,2,7,7,41,turneev01,2016
194,Myles Turner,C,20,IND,4,4,133,19,44,0.432,0,6,0.0,19,38,0.5,0.432,5,8,0.625,6,21,27,3,7,5,6,15,43,turnemy01,2016
195,Jonas Valan?i?nas,C,24,TOR,10,6,226,44,81,0.543,0,1,0.0,44,80,0.55,0.543,24,33,0.727,9,58,67,2,2,6,13,22,112,valanjo01,2016
196,Denzel Valentine,SG,23,CHI,4,0,22,2,6,0.333,1,4,0.25,1,2,0.5,0.417,0,0,,0,8,8,2,0,1,2,1,5,valende01,2016
197,Fred VanVleet,PG,22,TOR,7,0,29,6,9,0.667,2,5,0.4,4,4,1.0,0.778,0,0,,0,1,1,4,1,0,1,3,14,vanvlfr01,2016
198,Rashad Vaughn,SG,20,MIL,3,0,10,2,4,0.5,2,2,1.0,0,2,0.0,0.75,0,0,,0,0,0,0,0,0,0,0,6,vaughra01,2016
199,Noah Vonleh,PF,21,POR,4,2,100,8,18,0.444,0,0,,8,18,0.444,0.444,2,5,0.4,9,20,29,8,1,3,6,11,18,vonleno01,2016
200,Dwyane Wade,SG,35,CHI,6,6,190,32,86,0.372,6,17,0.353,26,69,0.377,0.407,20,21,0.952,6,24,30,24,5,8,10,8,90,wadedw01,2016
201,John Wall,PG,26,WAS,13,13,507,127,281,0.452,21,61,0.344,106,220,0.482,0.489,78,93,0.839,7,41,48,134,22,15,55,26,353,walljo01,2016
202,David West,C,36,GSW,17,0,221,34,59,0.576,1,2,0.5,33,57,0.579,0.585,7,9,0.778,7,39,46,36,7,13,10,26,76,westda01,2016
203,Russell Westbrook,PG,28,OKC,5,5,194,59,152,0.388,13,49,0.265,46,103,0.447,0.431,56,70,0.8,9,49,58,54,12,2,30,16,187,westbru01,2016
204,Deron Williams,PG,32,CLE,18,0,262,28,64,0.438,12,31,0.387,16,33,0.485,0.531,10,11,0.909,3,20,23,38,10,1,17,29,78,willide01,2016
205,Derrick Williams,PF,25,CLE,8,0,38,8,15,0.533,3,5,0.6,5,10,0.5,0.633,2,2,1.0,1,2,3,4,0,1,3,0,21,willide02,2016
206,Lou Williams,SG,30,HOU,11,0,272,50,118,0.424,12,39,0.308,38,79,0.481,0.475,26,29,0.897,7,23,30,14,7,1,14,17,138,willilo02,2016
207,Troy Williams,SF,22,HOU,5,0,19,0,9,0.0,0,5,0.0,0,4,0.0,0.0,1,2,0.5,2,5,7,1,0,0,2,0,1,willitr02,2016
208,Kyle Wiltjer,PF,24,HOU,1,0,5,1,1,1.0,1,1,1.0,0,0,,1.5,0,0,,0,0,0,0,0,0,0,0,3,wiltjky01,2016
209,Jeff Withey,C,26,UTA,3,0,21,2,4,0.5,0,0,,2,4,0.5,0.5,1,2,0.5,3,1,4,1,1,1,0,5,5,witheje01,2016
210,Brandan Wright,PF,29,MEM,2,0,12,2,5,0.4,0,0,,2,5,0.4,0.4,0,0,,1,1,2,0,0,2,1,0,4,wrighbr03,2016
211,Delon Wright,PG,24,TOR,9,0,92,9,17,0.529,2,6,0.333,7,11,0.636,0.588,5,7,0.714,4,9,13,13,4,1,5,4,25,wrighde01,2016
212,James Young,SG,21,BOS,10,0,39,5,15,0.333,5,14,0.357,0,1,0.0,0.5,0,0,,1,6,7,3,0,0,1,2,15,youngja01,2016
213,Thaddeus Young,PF,28,IND,4,4,140,21,39,0.538,1,4,0.25,20,35,0.571,0.551,5,10,0.5,22,14,36,10,8,1,6,11,48,youngth01,2016
214,Tyler Zeller,C,27,BOS,11,0,78,13,25,0.52,0,0,,13,25,0.52,0.52,6,8,0.75,8,11,19,8,0,2,4,7,32,zellety01,2016
215,Paul Zipser,SF,22,CHI,6,0,136,15,33,0.455,6,16,0.375,9,17,0.529,0.545,8,8,1.0,3,18,21,3,1,1,7,12,44,zipsepa01,2016
