Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Year
83,Gordon Hayward,SF,26,UTA,11,11,411,83,188,0.441,28,68,0.412,55,120,0.458,0.516,71,76,0.934,7,60,67,37,10,3,24,23,265,haywago01,2016
84,John Henson,C,26,MIL,2,0,12,1,4,0.25,0,0,,1,4,0.25,0.25,1,1,1.0,2,2,4,0,1,0,1,1,3,hensojo01,2016
85,Nenê,C,34,HOU,9,0,161,36,51,0.706,0,1,0.0,36,50,0.72,0.706,18,31,0.581,11,31,42,5,6,4,9,24,90,hilarne01,2016
86,George Hill,PG,30,UTA,8,8,281,46,98,0.469,12,31,0.387,34,67,0.507,0.531,21,29,0.724,8,25,33,29,2,1,13,25,125,hillge01,2016
87,Rodney Hood,SG,24,UTA,11,0,277,37,105,0.352,13,50,0.26,24,55,0.436,0.414,11,18,0.611,1,29,30,12,5,0,10,30,98,hoodro01,2016
88,Al Horford,C,30,BOS,18,18,610,111,190,0.584,27,52,0.519,84,138,0.609,0.655,22,29,0.759,31,87,118,97,15,14,33,33,271,horfoal01,2016
89,Dwight Howard,C,31,ATL,6,6,157,18,36,0.5,0,0,,18,36,0.5,0.5,12,19,0.632,18,46,64,8,6,5,11,21,48,howardw01,2016
90,Kris Humphries,PF,31,ATL,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,1,0,0,0,humphkr01,2016
91,Serge Ibaka,PF,27,TOR,10,10,307,60,130,0.462,12,38,0.316,48,92,0.522,0.508,11,13,0.846,9,56,65,14,4,17,11,37,143,ibakase01,2016
92,Andre Iguodala,SF,33,GSW,16,0,419,46,101,0.455,8,42,0.19,38,59,0.644,0.495,15,26,0.577,9,56,65,51,14,7,16,29,115,iguodan01,2016
93,Ersan ?lyasova,PF,29,ATL,6,0,90,8,23,0.348,1,5,0.2,7,18,0.389,0.37,7,9,0.778,14,17,31,2,1,0,5,7,24,ilyaser01,2016
94,Joe Ingles,SF,29,UTA,11,11,334,25,62,0.403,15,41,0.366,10,21,0.476,0.524,6,9,0.667,2,39,41,36,22,5,16,28,71,inglejo01,2016
95,Kyrie Irving,PG,24,CLE,18,18,653,173,370,0.468,44,118,0.373,129,252,0.512,0.527,76,84,0.905,13,38,51,95,23,8,48,38,466,irvinky01,2016
96,LeBron James,SF,32,CLE,18,18,744,217,384,0.565,44,107,0.411,173,277,0.625,0.622,113,162,0.698,19,145,164,141,35,23,72,43,591,jamesle01,2016
97,Richard Jefferson,SF,36,CLE,14,0,179,16,38,0.421,5,19,0.263,11,19,0.579,0.487,18,28,0.643,10,15,25,7,2,3,8,30,55,jefferi01,2016
98,Brandon Jennings,PG,27,WAS,13,0,178,14,36,0.389,2,13,0.154,12,23,0.522,0.417,7,8,0.875,5,14,19,24,2,0,8,13,37,jennibr01,2016
99,Jonas Jerebko,PF,29,BOS,12,0,128,15,31,0.484,5,15,0.333,10,16,0.625,0.565,8,8,1.0,7,22,29,12,5,3,6,13,43,jerebjo01,2016
100,Amir Johnson,PF,29,BOS,14,9,142,15,30,0.5,1,3,0.333,14,27,0.519,0.517,5,8,0.625,17,13,30,3,4,6,6,24,36,johnsam01,2016
101,Joe Johnson,SF,35,UTA,11,2,326,58,133,0.436,15,45,0.333,43,88,0.489,0.492,11,15,0.733,8,35,43,27,6,1,13,21,142,johnsjo02,2016
102,Wesley Johnson,SF,29,LAC,3,0,11,0,0,,0,0,,0,0,,,1,2,0.5,0,2,2,0,1,0,0,2,1,johnswe01,2016
103,Dahntay Jones,SF,36,CLE,10,0,33,5,10,0.5,1,2,0.5,4,8,0.5,0.55,5,5,1.0,1,6,7,1,0,1,1,7,16,jonesda02,2016
104,Damian Jones,C,21,GSW,4,0,21,3,7,0.429,0,0,,3,7,0.429,0.429,1,2,0.5,4,2,6,0,2,1,0,3,7,jonesda03,2016
105,James Jones,SF,36,CLE,8,0,30,1,5,0.2,0,3,0.0,1,2,0.5,0.2,0,0,,1,3,4,0,0,0,2,3,2,jonesja02,2016
106,DeAndre Jordan,C,28,LAC,7,7,264,43,61,0.705,0,1,0.0,43,60,0.717,0.705,22,56,0.393,25,76,101,5,3,6,17,29,108,jordade01,2016
107,Cory Joseph,PG,25,TOR,10,2,212,31,71,0.437,9,22,0.409,22,49,0.449,0.5,8,8,1.0,4,17,21,31,4,2,14,17,79,josepco01,2016
108,Kyle Korver,SG,35,CLE,18,0,326,34,80,0.425,27,69,0.391,7,11,0.636,0.594,10,10,1.0,2,28,30,13,7,5,7,22,105,korveky01,2016
109,Joffrey Lauvergne,C,25,CHI,3,0,26,4,11,0.364,0,2,0.0,4,9,0.444,0.364,6,6,1.0,5,4,9,5,0,0,2,1,14,lauvejo01,2016
110,Jake Layman,SF,22,POR,2,0,16,2,4,0.5,1,1,1.0,1,3,0.333,0.625,1,2,0.5,0,1,1,1,1,0,0,2,6,laymaja01,2016
111,David Lee,PF,33,SAS,15,4,245,25,48,0.521,0,1,0.0,25,47,0.532,0.521,11,17,0.647,20,37,57,11,4,5,6,20,61,leeda02,2016
112,Kawhi Leonard,SF,25,SAS,12,12,429,106,202,0.525,25,55,0.455,81,147,0.551,0.587,95,102,0.931,19,74,93,55,20,6,26,21,332,leonaka01,2016
113,Meyers Leonard,PF,24,POR,3,1,31,1,5,0.2,0,4,0.0,1,1,1.0,0.2,0,0,,2,6,8,1,0,0,4,6,2,leoname01,2016
114,Damian Lillard,PG,26,POR,4,4,151,39,90,0.433,9,32,0.281,30,58,0.517,0.483,24,25,0.96,4,14,18,13,5,2,13,11,111,lillada01,2016
115,Shaun Livingston,PG,31,GSW,14,0,220,34,59,0.576,0,0,,34,59,0.576,0.576,5,7,0.714,10,19,29,20,5,2,10,24,73,livinsh01,2016
116,Robin Lopez,C,28,CHI,6,6,162,34,52,0.654,0,0,,34,52,0.654,0.654,8,8,1.0,28,15,43,5,3,6,8,13,76,lopezro01,2016
117,Kevin Love,PF,28,CLE,18,18,578,95,218,0.436,50,111,0.45,45,107,0.421,0.55,63,75,0.84,36,155,191,30,21,16,31,46,303,loveke01,2016
118,Kyle Lowry,PG,30,TOR,8,8,300,43,93,0.462,13,38,0.342,30,55,0.545,0.532,27,33,0.818,3,22,25,47,12,4,17,26,126,lowryky01,2016
119,Trey Lyles,PF,21,UTA,2,0,10,3,7,0.429,1,3,0.333,2,4,0.5,0.5,0,0,,0,2,2,1,1,0,1,1,7,lylestr01,2016
120,Sheldon Mac,SG,24,WAS,7,0,17,5,9,0.556,2,5,0.4,3,4,0.75,0.667,2,2,1.0,0,2,2,0,0,0,1,1,14,mcclesh01,2016
121,Shelvin Mack,PG,26,UTA,9,3,155,17,49,0.347,7,15,0.467,10,34,0.294,0.418,13,15,0.867,3,22,25,18,4,0,9,14,54,macksh01,2016
122,Ian Mahinmi,C,30,WAS,5,0,63,5,9,0.556,0,0,,5,9,0.556,0.556,4,11,0.364,3,8,11,6,1,6,3,17,14,mahinia01,2016
123,Thon Maker,C,19,MIL,6,6,116,12,31,0.387,2,10,0.2,10,21,0.476,0.419,9,11,0.818,8,11,19,12,5,11,8,18,35,makerth01,2016
124,Jarell Martin,PF,22,MEM,3,0,10,1,3,0.333,0,0,,1,3,0.333,0.333,0,0,,2,2,4,0,1,0,0,2,2,martija01,2016
125,Luc Mbah a Moute,SF,30,LAC,7,7,224,17,43,0.395,5,16,0.313,12,27,0.444,0.453,14,20,0.7,10,25,35,7,8,4,3,16,53,mbahalu01,2016
126,James Michael McAdoo,PF,24,GSW,13,0,56,9,17,0.529,2,5,0.4,7,12,0.583,0.588,4,6,0.667,5,8,13,0,2,2,1,5,24,mcadoja01,2016
127,Patrick McCaw,SG,21,GSW,15,3,181,21,48,0.438,8,23,0.348,13,25,0.52,0.521,11,13,0.846,10,23,33,16,9,3,3,14,61,mccawpa01,2016
128,CJ McCollum,SG,25,POR,4,4,140,32,80,0.4,11,22,0.5,21,58,0.362,0.469,15,16,0.938,8,16,24,4,4,2,15,10,90,mccolcj01,2016
129,Doug McDermott,SF,25,OKC,5,0,66,9,18,0.5,7,13,0.538,2,5,0.4,0.694,0,0,,0,5,5,1,1,1,1,2,25,mcderdo01,2016
130,JaVale McGee,C,29,GSW,16,1,149,41,56,0.732,0,0,,41,56,0.732,0.732,13,18,0.722,22,26,48,4,2,15,8,31,95,mcgeeja01,2016
131,Jordan Mickey,PF,22,BOS,2,0,18,2,5,0.4,0,0,,2,5,0.4,0.4,0,0,,0,5,5,0,0,1,1,3,4,mickejo01,2016
132,Khris Middleton,SF,25,MIL,6,6,231,31,78,0.397,7,19,0.368,24,59,0.407,0.442,18,22,0.818,0,28,28,32,12,0,11,17,87,middlkh01,2016
133,C.J. Miles,SF,29,IND,4,2,82,11,24,0.458,5,16,0.313,6,8,0.75,0.563,2,2,1.0,4,4,8,1,2,1,2,12,29,milescj01,2016
134,Patty Mills,PG,28,SAS,16,6,416,57,140,0.407,32,89,0.36,25,51,0.49,0.521,19,22,0.864,5,29,34,43,13,1,21,33,165,millspa02,2016
135,Paul Millsap,PF,31,ATL,6,6,219,50,99,0.505,3,17,0.176,47,82,0.573,0.52,43,53,0.811,9,47,56,26,10,4,23,19,146,millspa01,2016
136,Nikola Miroti?,PF,25,CHI,6,6,162,17,50,0.34,10,35,0.286,7,15,0.467,0.44,8,10,0.8,4,26,30,9,4,3,4,16,52,mirotni01,2016
137,Greg Monroe,C,26,MIL,6,0,141,27,51,0.529,0,0,,27,51,0.529,0.529,25,30,0.833,17,27,44,10,8,3,11,16,79,monrogr01,2016
138,Markieff Morris,PF,27,WAS,13,13,373,59,145,0.407,14,38,0.368,45,107,0.421,0.455,25,31,0.806,18,65,83,22,12,17,21,46,157,morrima02,2016
139,Anthony Morrow,SG,31,CHI,3,0,29,5,9,0.556,0,0,,5,9,0.556,0.556,2,2,1.0,0,3,3,2,0,0,0,2,12,morroan01,2016
140,Dejounte Murray,PG,20,SAS,11,2,168,23,61,0.377,0,3,0.0,23,58,0.397,0.377,17,25,0.68,4,23,27,27,16,1,16,14,63,murrade01,2016
141,Mike Muscala,C,25,ATL,6,0,81,5,18,0.278,0,4,0.0,5,14,0.357,0.278,7,8,0.875,6,10,16,2,1,3,1,12,17,muscami01,2016
142,Shabazz Napier,PG,25,POR,4,0,47,8,19,0.421,5,11,0.455,3,8,0.375,0.553,6,8,0.75,1,3,4,3,2,0,0,6,27,napiesh01,2016
143,Raul Neto,PG,24,UTA,9,0,60,8,13,0.615,3,6,0.5,5,7,0.714,0.731,4,4,1.0,0,7,7,4,1,1,3,8,23,netora01,2016
144,Lucas Nogueira,C,24,TOR,3,0,7,1,2,0.5,0,0,,1,2,0.5,0.5,1,2,0.5,2,3,5,0,0,0,0,1,3,noguelu01,2016
145,Jusuf Nurki?,C,22,POR,1,1,17,1,3,0.333,0,1,0.0,1,2,0.5,0.333,0,0,,0,11,11,4,0,1,3,1,2,nurkiju01,2016
146,Daniel Ochefu,C,23,WAS,4,0,5,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,0,1,1,0,0,0,1,1,0,ochefda01,2016
147,Victor Oladipo,SG,24,OKC,5,5,181,21,61,0.344,6,25,0.24,15,36,0.417,0.393,6,6,1.0,2,26,28,10,7,3,6,17,54,oladivi01,2016
148,Kelly Olynyk,C,25,BOS,18,2,346,64,125,0.512,15,47,0.319,49,78,0.628,0.572,22,30,0.733,14,43,57,34,13,14,22,47,165,olynyke01,2016
149,Kelly Oubre Jr.,SF,21,WAS,12,0,184,26,61,0.426,11,30,0.367,15,31,0.484,0.516,7,10,0.7,9,19,28,4,10,5,7,38,70,oubreke01,2016
150,Zaza Pachulia,C,32,GSW,15,15,212,32,60,0.533,0,1,0.0,32,59,0.542,0.533,13,17,0.765,18,39,57,12,8,4,14,32,77,pachuza01,2016
151,Tony Parker,PG,34,SAS,8,8,211,51,97,0.526,11,19,0.579,40,78,0.513,0.582,14,14,1.0,2,18,20,25,4,0,12,10,127,parketo01,2016
152,Patrick Patterson,PF,27,TOR,10,1,185,10,36,0.278,8,26,0.308,2,10,0.2,0.389,6,6,1.0,1,19,20,20,7,2,6,4,34,pattepa01,2016
153,Chris Paul,PG,31,LAC,7,7,260,67,135,0.496,14,38,0.368,53,97,0.546,0.548,29,33,0.879,4,31,35,69,12,1,19,24,177,paulch01,2016
154,Cameron Payne,PG,22,CHI,1,0,4,1,2,0.5,1,1,1.0,0,1,0.0,0.75,0,0,,0,1,1,0,0,0,1,0,3,payneca01,2016
155,Paul Pierce*,SF,39,LAC,7,0,101,8,18,0.444,4,10,0.4,4,8,0.5,0.556,1,1,1.0,2,12,14,7,2,0,4,11,21,piercpa01,2016
156,Jakob Poeltl,C,21,TOR,6,0,26,5,11,0.455,0,0,,5,11,0.455,0.455,0,2,0.0,6,6,12,0,1,1,0,3,10,poeltja01,2016
157,Otto Porter Jr.,SF,23,WAS,13,13,428,58,109,0.532,11,39,0.282,47,70,0.671,0.583,31,35,0.886,15,75,90,23,21,7,10,26,158,porteot01,2016
158,Bobby Portis,PF,21,CHI,6,0,121,17,33,0.515,6,13,0.462,11,20,0.55,0.606,0,0,,5,31,36,7,3,3,6,10,40,portibo01,2016
