Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
162,Quincy Pondexter,SF,24,MEM,15,0,357,46,94,0.489,24,53,0.453,22,41,0.537,0.617,17,28,0.607,9,29,38,11,11,2,9,31,133,pondequ01
163,Pablo Prigioni,PG,35,NYK,11,10,230,17,43,0.395,13,30,0.433,4,13,0.308,0.547,2,4,0.5,2,15,17,35,14,1,6,21,49,prigipa01
164,Tayshaun Prince,SF,32,MEM,15,15,454,43,121,0.355,5,19,0.263,38,102,0.373,0.376,14,23,0.609,12,45,57,29,7,5,10,18,105,princta01
165,Vladimir Radmanovi?,PF,32,CHI,1,0,10,3,3,1,3,3,1,0,0,,1.5,0,0,,0,0,0,1,2,0,1,1,9,radmavl01
166,Anthony Randolph,PF,23,DEN,5,0,30,9,11,0.818,0,0,,9,11,0.818,0.818,8,11,0.727,0,6,6,0,2,0,2,4,26,randoan01
167,Shavlik Randolph,PF,29,BOS,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,3,3,0,0,0,0,1,0,randosh01
168,Zach Randolph,PF,31,MEM,15,15,554,99,215,0.46,0,1,0,99,214,0.463,0.46,63,94,0.67,59,91,150,24,10,7,31,52,261,randoza01
169,J.J. Redick,SG,28,MIL,4,0,69,11,25,0.44,4,12,0.333,7,13,0.538,0.52,3,3,1,0,3,3,5,1,0,6,9,29,redicjj01
170,Quentin Richardson,SF,32,NYK,5,0,14,2,6,0.333,2,5,0.4,0,1,0,0.5,0,0,,1,2,3,0,0,0,0,2,6,richaqu01
171,Nate Robinson,PG,28,CHI,12,8,404,71,163,0.436,22,65,0.338,49,98,0.5,0.503,31,41,0.756,6,26,32,53,12,2,32,38,195,robinna01
172,Robert Sacre,C,23,LAL,2,0,4,0,1,0,0,0,,0,1,0,0,0,0,,0,2,2,0,1,0,0,0,0,sacrero01
173,Larry Sanders,C,24,MIL,4,4,113,19,33,0.576,0,0,,19,33,0.576,0.576,5,11,0.455,11,22,33,5,3,5,12,18,43,sandela01
174,Mike Scott,PF,24,ATL,4,0,20,5,10,0.5,0,1,0,5,9,0.556,0.5,3,4,0.75,1,6,7,1,0,0,0,2,13,scottmi01
175,Thabo Sefolosha,SG,28,OKC,11,11,300,21,61,0.344,12,38,0.316,9,23,0.391,0.443,9,11,0.818,13,36,49,23,12,5,8,26,63,sefolth01
176,Iman Shumpert,SG,22,NYK,12,12,337,41,100,0.41,18,42,0.429,23,58,0.397,0.5,12,14,0.857,18,54,72,16,13,3,14,36,112,shumpim01
177,Greg Smith,C,22,HOU,5,1,59,6,9,0.667,0,0,,6,9,0.667,0.667,6,12,0.5,7,6,13,0,2,2,4,9,18,smithgr02
178,Ish Smith,PG,24,MIL,4,0,11,0,1,0,0,0,,0,1,0,0,0,0,,0,1,1,3,0,0,1,1,0,smithis01
179,J.R. Smith,SG,27,NYK,11,0,351,54,163,0.331,18,66,0.273,36,97,0.371,0.387,31,43,0.721,6,46,52,15,11,5,20,27,157,smithjr01
180,Josh Smith,PF,27,ATL,6,6,199,39,90,0.433,5,20,0.25,34,70,0.486,0.461,19,36,0.528,10,35,45,21,11,3,16,21,102,smithjo03
181,Tiago Splitter,PF,28,SAS,19,15,388,45,84,0.536,0,1,0,45,83,0.542,0.536,26,33,0.788,21,37,58,23,15,14,24,46,116,splitti01
182,Jerry Stackhouse,SF,38,BRK,4,0,28,1,10,0.1,0,7,0,1,3,0.333,0.1,3,4,0.75,1,3,4,0,0,0,2,2,5,stackje01
183,Lance Stephenson,SG,22,IND,19,19,673,69,169,0.408,18,64,0.281,51,105,0.486,0.462,23,37,0.622,14,130,144,63,23,2,36,47,179,stephla01
184,DeShawn Stevenson,SG,31,ATL,4,0,45,3,5,0.6,3,5,0.6,0,0,,0.9,0,0,,3,7,10,1,0,0,2,5,9,stevede01
185,Julyan Stone,PG,24,DEN,2,0,13,0,0,,0,0,,0,0,,,2,2,1,0,0,0,1,0,0,0,3,2,stoneju01
186,Amar'e Stoudemire,PF,30,NYK,4,0,33,5,13,0.385,1,1,1,4,12,0.333,0.423,4,4,1,4,5,9,0,0,0,3,9,15,stoudam01
187,Tyshawn Taylor,PG,22,BRK,2,0,2,0,1,0,0,0,,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,tayloty01
188,Jeff Teague,PG,24,ATL,6,6,213,27,81,0.333,3,10,0.3,24,71,0.338,0.352,23,28,0.821,3,14,17,30,9,2,14,17,80,teaguje01
189,Marquis Teague,PG,19,CHI,8,0,72,5,17,0.294,0,5,0,5,12,0.417,0.294,0,0,,0,3,3,12,2,1,2,10,10,teaguma01
190,Mirza Teletovi?,PF,27,BRK,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,teletmi01
191,Jason Terry,SG,35,BOS,6,1,189,24,54,0.444,15,34,0.441,9,20,0.45,0.583,9,11,0.818,0,13,13,12,4,2,5,9,72,terryja01
192,Hasheem Thabeet,C,25,OKC,4,0,26,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,1,5,6,0,1,0,2,7,2,thabeha01
193,Malcolm Thomas,PF,24,CHI,3,0,6,1,2,0.5,0,0,,1,2,0.5,0.5,1,5,0.2,4,0,4,0,0,0,0,0,3,thomama01
194,Klay Thompson,SG,22,GSW,12,12,495,76,174,0.437,25,59,0.424,51,115,0.443,0.509,5,6,0.833,9,46,55,22,12,7,24,44,182,thompkl01
195,Anthony Tolliver,SF,27,ATL,6,0,68,8,14,0.571,7,11,0.636,1,3,0.333,0.821,1,3,0.333,3,6,9,1,1,1,1,7,24,tollian01
196,Ronny Turiaf,C,30,LAC,5,0,59,7,10,0.7,0,0,,7,10,0.7,0.7,2,4,0.5,4,4,8,0,1,3,2,14,16,turiaro01
197,Ekpe Udoh,C,25,MIL,4,0,54,4,9,0.444,0,0,,4,9,0.444,0.444,0,0,,3,3,6,1,2,2,0,4,8,udohek01
198,Dwyane Wade,SG,31,MIA,22,22,782,144,315,0.457,1,4,0.25,143,311,0.46,0.459,60,80,0.75,38,64,102,105,38,23,58,45,349,wadedw01
199,Gerald Wallace,SF,30,BRK,7,7,243,31,67,0.463,11,29,0.379,20,38,0.526,0.545,11,20,0.55,5,23,28,17,8,5,9,20,84,wallage01
200,C.J. Watson,PG,28,BRK,7,0,161,24,55,0.436,4,15,0.267,20,40,0.5,0.473,8,12,0.667,5,12,17,13,5,1,1,11,60,watsocj01
201,David West,PF,32,IND,19,19,689,115,249,0.462,0,3,0,115,246,0.467,0.462,72,94,0.766,41,103,144,39,13,15,45,54,302,westda01
202,Russell Westbrook,PG,24,OKC,2,2,68,17,41,0.415,2,9,0.222,15,32,0.469,0.439,12,14,0.857,1,12,13,14,6,0,8,5,48,westbru01
203,James White,SF,30,NYK,4,0,9,2,4,0.5,0,2,0,2,2,1,0.5,0,0,,1,1,2,0,0,0,0,1,4,whiteja02
204,Chris Wilcox,C,30,BOS,2,0,6,0,0,,0,0,,0,0,,,0,0,,0,2,2,0,0,0,0,0,0,wilcoch01
205,Deron Williams,PG,28,BRK,7,7,292,45,106,0.425,17,43,0.395,28,63,0.444,0.505,37,45,0.822,1,21,22,59,7,4,21,17,144,willide01
206,Terrence Williams,SF,25,BOS,5,0,48,2,10,0.2,0,3,0,2,7,0.286,0.2,1,2,0.5,1,9,10,6,0,1,4,3,5,willite01
207,Metta World Peace,SF,33,LAL,3,3,84,7,28,0.25,2,14,0.143,5,14,0.357,0.286,2,2,1,6,5,11,5,2,1,3,5,18,artesro01
208,Tony Wroten,SG,19,MEM,6,0,17,2,11,0.182,0,2,0,2,9,0.222,0.182,4,4,1,1,3,4,2,1,0,2,1,8,wroteto01
209,Sam Young,SG,27,IND,15,0,130,9,24,0.375,2,10,0.2,7,14,0.5,0.417,6,8,0.75,11,18,29,4,4,1,7,17,26,youngsa01
